City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
322,Marystown,CA,47.17,-55.15,55.89,85,72,3.11,broken clouds,0.0,0.0
323,Nokaneng,BW,-19.67,22.27,49.73,44,0,4.68,clear sky,0.0,0.0
324,Smithfield,US,41.92,-71.55,71.01,88,90,8.05,overcast clouds,0.0,0.0
325,Alekseyevka,RU,50.63,38.69,68.32,67,23,5.44,light rain,0.19,0.0
326,Te Anau,NZ,-45.42,167.72,37.78,90,92,0.87,overcast clouds,0.0,0.0
327,Novorozhdestvenskaya,RU,45.86,39.95,74.44,65,37,9.33,scattered clouds,0.0,0.0
328,Birao,CF,10.28,22.79,71.83,86,86,3.78,overcast clouds,0.0,0.0
329,Grand Gaube,MU,-20.01,57.66,70.0,88,35,7.0,light rain,0.51,0.0
330,Armizonskoye,RU,55.95,67.67,62.82,86,8,5.37,clear sky,0.0,0.0
331,San Vicente,AR,-26.62,-54.13,60.91,100,100,2.93,moderate rain,1.25,0.0
332,Opotiki,NZ,-38.08,177.28,54.0,78,68,11.99,light rain,0.2,0.0
333,Longyearbyen,SJ,78.22,15.64,46.4,70,75,23.04,broken clouds,0.0,0.0
334,Tiarei,PF,-17.53,-149.33,84.2,62,20,4.7,few clouds,0.0,0.0
335,Vardo,NO,70.37,31.11,49.89,84,92,14.88,overcast clouds,0.0,0.0
336,Kyra,RU,49.58,111.98,66.76,73,75,0.96,broken clouds,0.0,0.0
337,Boyolangu,ID,-8.12,111.89,75.27,86,51,4.21,broken clouds,0.0,0.0
338,Doha,QA,25.29,51.53,93.2,63,28,2.24,scattered clouds,0.0,0.0
339,Keuruu,FI,62.27,24.7,51.8,100,39,1.12,scattered clouds,0.0,0.0
340,Memaliaj,AL,40.35,19.98,70.0,61,0,1.01,clear sky,0.0,0.0
341,Guasdualito,VE,7.24,-70.73,73.8,96,97,2.77,overcast clouds,0.0,0.0
342,Slave Lake,CA,55.28,-114.77,66.2,68,90,3.36,overcast clouds,0.0,0.0
343,Provideniya,RU,64.38,-173.3,42.8,100,90,6.71,fog,0.0,0.0
344,San Jeronimo,PE,-11.95,-75.28,52.72,53,12,5.01,few clouds,0.0,0.0
345,Masoko,TZ,-9.33,33.75,59.2,74,29,3.47,scattered clouds,0.0,0.0
346,Homer,US,59.64,-151.55,61.0,87,75,10.29,broken clouds,0.0,0.0
347,Florianopolis,BR,-27.61,-48.5,69.01,100,75,6.93,broken clouds,0.0,0.0
348,Ca Mau,VN,9.18,105.15,80.42,83,44,2.28,scattered clouds,0.0,0.0
349,Mandera,KE,3.94,41.87,79.39,60,87,17.74,overcast clouds,0.0,0.0
350,Los Llanos De Aridane,ES,28.66,-17.92,79.0,88,13,13.87,few clouds,0.0,0.0
351,Buchanan,LR,5.88,-10.05,77.02,82,95,5.39,overcast clouds,0.0,0.0
352,Sale,MA,34.04,-6.82,80.6,47,0,5.82,clear sky,0.0,0.0
353,Robe,AU,-37.18,139.75,48.51,79,0,9.89,clear sky,0.0,0.0
354,College,US,64.86,-147.8,73.99,46,75,5.82,broken clouds,0.0,0.0
355,Tolaga Bay,NZ,-38.37,178.3,55.83,58,7,15.14,clear sky,0.0,0.0
356,Tautira,PF,-17.73,-149.15,84.2,62,20,4.7,few clouds,0.0,0.0
357,Tilichiki,RU,60.47,166.1,55.63,73,82,10.94,broken clouds,0.0,0.0
358,Souillac,MU,-20.52,57.52,71.6,88,40,10.29,shower rain,0.0,0.0
359,Zhigansk,RU,66.77,123.37,59.74,54,26,11.27,scattered clouds,0.0,0.0
360,Leningradskiy,RU,69.38,178.42,47.35,70,96,5.84,overcast clouds,0.0,0.0
361,Qiongshan,CN,20.01,110.35,80.6,88,71,6.71,broken clouds,0.0,0.0
362,Rapid Valley,US,44.06,-103.15,90.0,40,20,4.7,few clouds,0.0,0.0
363,Bonthe,SL,7.53,-12.51,77.43,86,96,5.37,overcast clouds,0.0,0.0
364,Maceio,BR,-9.67,-35.74,71.6,94,20,2.24,few clouds,0.0,0.0
365,Altamira,BR,-3.2,-52.21,76.95,77,68,2.06,broken clouds,0.0,0.0
366,Bhabua,IN,25.05,83.62,82.49,77,100,2.19,overcast clouds,0.0,0.0
367,Luanda,AO,-8.84,13.23,69.8,88,1,2.24,clear sky,0.0,0.0
368,Zhicheng,CN,30.3,111.5,73.99,98,100,3.09,light rain,0.26,0.0
369,Ouesso,CG,1.61,16.05,70.97,93,93,1.66,overcast clouds,0.0,0.0
370,Cozumel,MX,20.51,-86.95,87.01,74,75,9.17,broken clouds,0.0,0.0
371,Ulaangom,MN,49.98,92.07,65.64,56,95,7.0,overcast clouds,0.0,0.0
372,Bathsheba,BB,13.22,-59.52,80.6,83,40,6.93,scattered clouds,0.0,0.0
373,Shellbrook,CA,53.22,-106.4,75.2,64,75,10.29,broken clouds,0.0,0.0
374,Coruripe,BR,-10.13,-36.18,74.23,85,19,8.08,light rain,0.28,0.0
375,Olafsvik,IS,64.89,-23.71,47.5,80,89,13.22,overcast clouds,0.0,0.0
376,Pacifica,US,37.61,-122.49,73.99,52,1,25.28,clear sky,0.0,0.0
377,Sistranda,NO,63.73,8.83,50.0,87,75,9.17,shower rain,0.0,0.0
378,Fort Nelson,CA,58.81,-122.7,64.4,72,90,10.29,shower rain,0.0,0.0
379,Port Hardy,CA,50.7,-127.42,57.2,87,90,4.7,light intensity shower rain,0.0,0.0
380,Vera Cruz,BR,-12.63,-41.03,65.21,69,0,4.36,clear sky,0.0,0.0
381,Luwuk,ID,-0.95,122.79,79.65,78,95,6.71,light rain,0.18,0.0
382,Saint-Louis,SN,16.33,-15.0,86.0,58,67,2.24,broken clouds,0.0,0.0
383,Perle,LU,49.81,5.77,55.0,81,25,6.02,scattered clouds,0.0,0.0
384,Vysokogornyy,RU,50.12,139.15,64.44,72,100,5.95,overcast clouds,0.0,0.0
385,Tehri,IN,30.38,78.48,73.63,79,100,2.91,moderate rain,2.08,0.0
386,Algiers,DZ,36.75,3.04,69.8,77,0,6.93,clear sky,0.0,0.0
387,Solnechnyy,RU,50.72,136.63,51.37,92,100,8.99,light rain,0.14,0.0
388,Dargaville,NZ,-35.93,173.88,51.3,69,61,20.09,light rain,0.46,0.0
389,Atasu,KZ,48.68,71.64,62.85,65,0,6.31,clear sky,0.0,0.0
390,Tukrah,LY,32.53,20.58,75.47,81,0,9.37,clear sky,0.0,0.0
391,Kasongo-Lunda,CD,-6.47,16.82,66.25,33,59,0.81,broken clouds,0.0,0.0
392,Bajil,YE,15.06,43.29,91.89,46,99,2.82,overcast clouds,0.0,0.0
393,Meru,KE,0.05,37.66,59.11,85,81,5.23,broken clouds,0.0,0.0
394,Shingu,JP,33.73,135.98,71.6,100,75,6.93,light intensity shower rain,0.0,0.0
395,Livingstonia,MW,-10.61,34.11,59.4,75,6,2.33,clear sky,0.0,0.0
396,Police,PL,53.55,14.57,55.0,97,98,1.01,overcast clouds,0.0,0.0
397,Tarpon Springs,US,28.15,-82.76,87.01,70,75,9.17,light rain,0.25,0.0
398,Waipawa,NZ,-41.41,175.52,48.2,81,100,28.86,light rain,0.0,0.0
399,Kahului,US,20.89,-156.47,84.0,63,9,14.0,clear sky,0.0,0.0
400,Antofagasta,CL,-23.65,-70.4,57.2,82,0,16.11,clear sky,0.0,0.0
401,Ozernovskiy,RU,51.5,156.52,55.62,84,24,3.6,few clouds,0.0,0.0
402,Tokur,RU,53.13,132.9,48.51,95,100,4.97,overcast clouds,0.0,0.0
403,Rio Gallegos,AR,-51.62,-69.22,35.6,80,97,12.75,overcast clouds,0.0,0.0
404,Kaka,TM,37.35,59.61,75.61,20,0,4.09,clear sky,0.0,0.0
405,Tezu,IN,27.92,96.17,76.66,85,100,1.48,light rain,0.91,0.0
406,Alofi,NU,-19.06,-169.92,80.6,65,75,9.17,broken clouds,0.0,0.0
407,Hambantota,LK,6.12,81.12,80.38,81,100,14.7,overcast clouds,0.0,0.0
408,Tshela,CD,-4.98,12.93,65.64,95,2,1.12,clear sky,0.0,0.0
409,Presidente Olegario,BR,-18.42,-46.42,63.0,69,0,1.01,clear sky,0.0,0.0
410,Kununurra,AU,-15.77,128.73,68.0,23,9,2.24,clear sky,0.0,0.0
411,Taoudenni,ML,22.68,-3.98,100.62,8,1,16.91,clear sky,0.0,0.0
412,Nanortalik,GL,60.14,-45.24,41.2,89,100,7.02,overcast clouds,0.0,0.0
413,Chegutu,ZW,-18.13,30.14,52.12,73,0,6.11,clear sky,0.0,0.0
414,San Cristobal,VE,7.77,-72.22,84.2,54,75,11.41,broken clouds,0.0,0.0
415,Boende,CD,-0.22,20.87,71.8,82,34,2.04,scattered clouds,0.0,0.0
416,Chimore,BO,-16.98,-65.13,70.61,96,74,2.84,light rain,0.13,0.0
417,Lavrentiya,RU,65.58,-171.0,45.86,86,84,9.04,broken clouds,0.0,0.0
418,Conceicao Do Araguaia,BR,-8.26,-49.26,76.21,58,32,4.65,scattered clouds,0.0,0.0
419,Hervey Bay,AU,-25.3,152.85,62.01,87,37,7.0,scattered clouds,0.0,0.0
420,Aykhal,RU,66.0,111.5,46.4,93,90,4.47,overcast clouds,0.0,0.0
421,Namagiripettai,IN,11.47,78.27,76.12,83,100,3.02,overcast clouds,0.0,0.0
422,Yungay,PE,-9.14,-77.74,58.55,55,82,3.47,broken clouds,0.0,0.0
423,Fredericksburg,US,38.3,-77.46,87.8,66,1,4.7,clear sky,0.0,0.0
424,San Quintin,MX,30.48,-115.95,74.28,59,1,14.52,clear sky,0.0,0.0
425,Mandurah,AU,-32.55,115.7,57.0,99,73,4.47,broken clouds,0.0,0.0
426,Maneadero,MX,31.72,-116.57,78.01,42,5,5.99,clear sky,0.0,0.0
427,Obo,CF,5.4,26.49,68.18,96,96,4.72,overcast clouds,0.0,0.0
428,Brooks,CA,50.58,-111.89,68.0,70,78,2.66,broken clouds,0.0,0.0
429,Qasigiannguit,GL,68.82,-51.19,41.0,86,99,2.24,overcast clouds,0.0,0.0
430,Fukue,JP,32.69,128.84,73.4,88,75,3.36,broken clouds,0.0,0.0
431,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,57.2,100,90,11.18,overcast clouds,0.0,0.0
432,Chilchotla,MX,19.25,-97.18,62.17,84,100,3.96,light rain,0.57,0.0
433,Cumpas,MX,29.98,-109.78,100.81,21,10,14.67,clear sky,0.0,0.0
