City_ID,City,Country,Date,Humidity,Lat,Lng,Max Temp,Cloudiness,Wind Speed
295,Hamilton,US,2020-07-06 22:37:17,94,39.18,-84.53,80.01,90,17.22
296,Santa Marta,CO,2020-07-06 22:37:17,66,11.24,-74.2,90.0,30,14.9
297,Flinders,AU,2020-07-06 22:37:17,87,-34.58,150.86,53.01,6,1.01
298,Bay Roberts,CA,2020-07-06 22:37:18,55,47.6,-53.26,53.01,13,6.46
299,Mar Del Plata,AR,2020-07-06 22:37:18,70,-38.0,-57.56,46.99,40,3.36
300,Kochevo,RU,2020-07-06 22:37:18,95,59.6,54.31,62.19,29,3.2
301,Fort Nelson,CA,2020-07-06 22:37:18,46,58.81,-122.7,71.6,75,9.17
302,Dikson,RU,2020-07-06 22:37:18,69,73.51,80.55,49.73,0,15.03
303,Lebu,CL,2020-07-06 22:37:19,67,-37.62,-73.65,45.27,44,2.19
304,Junction City,US,2020-07-06 22:33:02,55,39.03,-96.83,89.6,1,3.36
305,Abnub,EG,2020-07-06 22:37:19,37,27.27,31.15,86.0,0,11.41
306,Mount Pleasant,US,2020-07-06 22:37:19,83,32.79,-79.86,84.0,75,6.93
307,Rio Grande,BR,2020-07-06 22:33:04,79,-32.03,-52.1,50.27,81,9.98
308,Sola,VU,2020-07-06 22:37:19,83,-13.88,167.55,80.6,90,4.7
309,Fortuna,US,2020-07-06 22:37:19,59,40.6,-124.16,64.0,62,11.41
310,Muravlenko,RU,2020-07-06 22:35:06,54,63.79,74.52,65.12,45,8.19
311,Oyama,JP,2020-07-06 22:37:20,88,36.3,139.8,84.0,75,18.34
312,Asau,RO,2020-07-06 22:37:20,78,46.43,26.4,66.0,83,4.03
313,Madras,IN,2020-07-06 22:37:20,79,13.09,80.28,84.2,40,5.82
314,Petro-Slavyanka,RU,2020-07-06 22:37:20,77,59.8,30.51,60.8,96,4.47
315,Manggar,ID,2020-07-06 22:37:20,80,-2.88,108.27,80.71,100,14.36
316,Plerin,FR,2020-07-06 22:37:20,81,48.54,-2.78,54.0,0,5.82
317,Helmsdale,GB,2020-07-06 22:37:21,100,58.12,-3.65,54.0,60,8.05
318,Arlit,NE,2020-07-06 22:37:21,11,18.74,7.39,91.02,0,5.06
319,Kautokeino,NO,2020-07-06 22:37:21,78,69.01,23.04,49.77,100,4.03
320,Wajima,JP,2020-07-06 22:37:21,90,37.4,136.9,73.76,100,22.03
321,Ossora,RU,2020-07-06 22:33:04,80,59.24,163.07,54.66,97,4.81
322,Katsuura,JP,2020-07-06 22:37:22,94,35.13,140.3,78.8,75,18.34
323,Sohag,EG,2020-07-06 22:37:22,22,26.56,31.69,86.0,1,3.36
324,Sao Filipe,CV,2020-07-06 22:37:22,82,14.9,-24.5,74.07,17,7.11
325,Provideniya,RU,2020-07-06 22:37:22,93,64.38,-173.3,44.6,90,8.95
326,Hami,CN,2020-07-06 22:37:22,25,42.8,93.45,80.51,46,14.16
327,Mwinilunga,ZM,2020-07-06 22:37:22,50,-11.74,24.43,48.92,3,3.91
328,Huilong,CN,2020-07-06 22:37:22,99,31.81,121.66,77.0,94,8.57
329,Bemidji,US,2020-07-06 22:37:23,74,47.47,-94.88,80.01,1,5.82
330,Yumen,CN,2020-07-06 22:37:23,21,40.28,97.2,73.18,57,8.48
331,Staryy Nadym,RU,2020-07-06 22:37:23,64,65.61,72.68,65.28,4,5.21
332,Fuerte Olimpo,PY,2020-07-06 22:37:23,85,-21.04,-57.87,72.81,75,3.6
333,Sao Joao Da Barra,BR,2020-07-06 22:36:44,73,-21.64,-41.05,73.4,0,6.93
334,Arroyo,ES,2020-07-06 22:37:24,67,41.61,-4.8,64.0,26,18.34
335,Derzhavinsk,KZ,2020-07-06 22:37:24,85,51.1,66.32,61.57,53,5.08
336,Marovoay,MG,2020-07-06 22:37:24,60,-16.1,46.63,71.6,20,4.7
337,San Francisco,US,2020-07-06 22:37:24,52,37.77,-122.42,73.99,20,34.45
338,Vila Franca Do Campo,PT,2020-07-06 22:37:24,88,37.72,-25.43,68.0,75,10.29
339,Gorontalo,ID,2020-07-06 22:37:24,86,0.54,123.06,76.55,44,4.92
340,Meulaboh,ID,2020-07-06 22:37:24,87,4.14,96.13,75.83,95,4.65
341,Ostrovnoy,RU,2020-07-06 22:37:25,88,68.05,39.51,50.97,16,11.95
342,Aanekoski,FI,2020-07-06 22:37:25,76,62.69,25.82,55.0,75,10.29
343,Upernavik,GL,2020-07-06 22:37:25,72,72.79,-56.15,42.84,95,9.95
344,Kimberley,ZA,2020-07-06 22:37:25,38,-28.73,24.76,41.0,0,5.82
345,Trelew,AR,2020-07-06 22:37:25,74,-43.25,-65.31,38.84,8,8.52
346,Macapa,BR,2020-07-06 22:37:25,94,0.04,-51.07,82.4,40,4.7
347,Kununurra,AU,2020-07-06 22:36:04,31,-15.77,128.73,62.6,4,6.93
348,Aranda De Duero,ES,2020-07-06 22:37:25,66,41.67,-3.69,63.41,0,4.99
349,Semirom,IR,2020-07-06 22:37:26,37,31.42,51.57,56.61,21,3.98
350,Epe,NG,2020-07-06 22:37:26,90,6.58,3.98,76.68,99,7.49
351,Mokhsogollokh,RU,2020-07-06 22:37:26,53,61.47,128.92,63.46,62,3.22
352,Darhan,MN,2020-07-06 22:37:26,49,49.49,105.92,68.14,65,3.56
353,Nogliki,RU,2020-07-06 22:37:27,92,51.83,143.17,53.82,100,10.38
354,Juli,PE,2020-07-06 22:37:27,70,-16.22,-69.45,43.97,53,5.53
355,Hailey,US,2020-07-06 22:37:27,18,43.52,-114.32,82.4,5,10.29
356,Barcelos,PT,2020-07-06 22:37:27,88,41.54,-8.62,82.0,0,5.82
357,Huntingdon,GB,2020-07-06 22:37:27,75,52.33,-0.19,52.0,14,1.01
358,Weymouth,US,2020-07-06 22:35:27,82,42.22,-70.94,75.2,20,9.17
359,Garoua,CM,2020-07-06 22:37:28,85,9.3,13.4,76.08,88,2.53
360,Bhaktapur,NP,2020-07-06 22:37:28,100,27.68,85.42,71.6,75,2.24
361,Sungaipenuh,ID,2020-07-06 22:37:28,92,-2.08,101.38,65.19,58,3.4
362,Port Blair,IN,2020-07-06 22:37:28,83,11.67,92.75,82.4,100,8.99
363,Kenora,CA,2020-07-06 22:37:29,69,49.82,-94.43,75.2,75,9.17
364,Mopti,ML,2020-07-06 22:37:29,49,14.67,-4.0,91.4,91,9.17
365,Tura,IN,2020-07-06 22:37:29,91,25.52,90.22,75.4,92,5.39
366,Xai-Xai,MZ,2020-07-06 22:37:29,74,-25.05,33.64,60.35,0,10.02
367,Chimore,BO,2020-07-06 22:37:29,94,-16.98,-65.13,70.93,12,2.51
368,Andros,GR,2020-07-06 22:37:29,73,37.83,24.93,77.0,0,5.01
369,Luderitz,NA,2020-07-06 22:37:29,93,-26.65,15.16,51.8,94,4.7
370,Bilibino,RU,2020-07-06 22:37:30,48,68.05,166.44,59.47,38,7.09
371,Champerico,GT,2020-07-06 22:37:30,79,14.3,-91.92,84.2,75,6.93
372,Ambilobe,MG,2020-07-06 22:37:30,74,-13.2,49.05,73.87,95,1.99
373,Rio Gallegos,AR,2020-07-06 22:37:30,92,-51.62,-69.22,19.4,40,2.24
374,Bhimunipatnam,IN,2020-07-06 22:37:30,94,17.88,83.43,80.6,90,5.82
375,Yar-Sale,RU,2020-07-06 22:37:30,70,66.83,70.83,65.64,37,1.52
376,Markova,UA,2020-07-06 22:37:30,92,48.68,24.41,62.28,40,10.74
377,Manaia,NZ,2020-07-06 22:37:31,49,-39.55,174.13,57.0,68,8.99
378,Xichang,CN,2020-07-06 22:37:31,81,27.9,102.26,70.25,100,1.03
379,Mashivka,UA,2020-07-06 22:37:31,66,49.44,34.87,71.53,0,7.11
380,Sambava,MG,2020-07-06 22:37:31,91,-14.27,50.17,71.53,100,15.19
381,Quelimane,MZ,2020-07-06 22:37:31,88,-17.88,36.89,68.0,20,3.36
382,Atambua,ID,2020-07-06 22:37:31,82,-9.11,124.89,71.94,23,6.04
383,Bhinga,IN,2020-07-06 22:37:31,92,27.72,81.93,75.99,98,1.01
384,Beringovskiy,RU,2020-07-06 22:37:32,81,63.05,179.32,48.16,100,3.47
385,Cochabamba,BO,2020-07-06 22:34:31,36,-17.39,-66.16,64.4,40,9.17
386,Lima,PE,2020-07-06 22:37:22,77,-12.04,-77.03,62.6,90,11.41
387,Bulnes,CL,2020-07-06 22:37:32,93,-36.74,-72.3,42.8,100,2.24
388,Benghazi,LY,2020-07-06 22:37:32,78,32.12,20.07,75.87,0,14.18
389,Shagonar,RU,2020-07-06 22:37:32,80,51.53,92.8,62.38,100,0.96
390,Tingo Maria,PE,2020-07-06 22:37:32,62,-9.29,-76.01,84.2,40,3.36
391,Boras,SE,2020-07-06 22:37:33,76,57.72,12.94,55.4,98,10.29
392,Axim,GH,2020-07-06 22:37:33,86,4.87,-2.24,76.41,89,8.66
393,San Luis De La Paz,MX,2020-07-06 22:37:33,33,21.3,-100.52,84.0,78,5.01
394,Hurricane,US,2020-07-06 22:37:33,8,37.18,-113.29,104.0,0,3.0
395,Lipno,PL,2020-07-06 22:37:33,76,52.84,19.18,55.99,54,9.04
396,Chokurdakh,RU,2020-07-06 22:37:33,86,70.63,147.92,41.68,95,9.19
397,Nome,US,2020-07-06 22:37:33,81,64.5,-165.41,50.0,90,16.11
398,Saint-Georges,GD,2020-07-06 22:36:00,88,12.06,-61.75,78.8,75,11.41
399,Sigiriya,LK,2020-07-06 22:37:34,77,7.95,80.74,76.66,69,13.78
400,Doba,TD,2020-07-06 22:37:34,89,8.65,16.85,70.27,100,5.01
401,Naze,JP,2020-07-06 22:37:34,94,28.37,129.48,82.4,75,16.11
402,Sirjan,IR,2020-07-06 22:37:34,35,29.45,55.68,70.48,0,5.75
403,Caravelas,BR,2020-07-06 22:37:34,81,-17.71,-39.25,72.3,18,4.0
404,Chachapoyas,PE,2020-07-06 22:37:35,88,-6.23,-77.87,57.45,81,1.45
405,Nabire,ID,2020-07-06 22:37:35,86,-3.37,135.48,77.04,98,3.51
406,Paamiut,GL,2020-07-06 22:37:35,92,61.99,-49.67,41.49,100,22.57
407,Westport,US,2020-07-06 22:34:02,83,41.14,-73.36,75.0,38,9.8
408,Grimshaw,CA,2020-07-06 22:37:26,53,56.18,-117.6,71.6,75,4.7
409,Leshukonskoye,RU,2020-07-06 22:37:35,68,64.9,45.76,62.35,48,8.52
410,Gainesville,US,2020-07-06 22:36:58,83,29.65,-82.32,84.0,75,5.82
411,Joao Pinheiro,BR,2020-07-06 22:33:04,50,-17.74,-46.17,68.18,2,6.42
412,Tyukalinsk,RU,2020-07-06 22:37:36,89,55.87,72.2,60.08,43,4.29
413,Thanh Hoa,VN,2020-07-06 22:37:36,88,19.8,105.77,81.3,99,4.16
414,Pangnirtung,CA,2020-07-06 22:37:36,87,66.15,-65.71,44.6,75,14.99
415,Torit,SS,2020-07-06 22:37:37,90,4.41,32.57,69.37,84,2.53
416,Kampot,KH,2020-07-06 22:37:37,94,10.62,104.18,77.0,40,2.24
417,Gemena,CD,2020-07-06 22:37:37,96,3.25,19.77,69.93,100,1.81
418,Ondjiva,AO,2020-07-06 22:37:37,37,-17.07,15.73,53.67,0,4.97
419,Vestmannaeyjar,IS,2020-07-06 22:37:37,87,63.44,-20.27,51.6,14,14.05
420,Ulladulla,AU,2020-07-06 22:37:38,81,-35.35,150.47,46.4,75,10.29
421,Kumbo,CM,2020-07-06 22:37:38,94,6.2,10.67,61.2,100,1.05
422,Saint Anthony,US,2020-07-06 22:37:38,58,45.02,-93.22,86.0,20,10.29
423,Ban Nahin,LA,2020-07-06 22:37:38,86,18.24,104.21,77.86,93,1.43
424,Methoni,GR,2020-07-06 22:37:38,93,36.82,21.7,73.0,40,3.33
425,Vestmanna,FO,2020-07-06 22:37:39,87,62.16,-7.17,44.6,90,13.87
426,Ust-Kalmanka,RU,2020-07-06 22:37:39,94,52.12,83.31,59.2,99,7.94
427,San Vicente,AR,2020-07-06 22:37:39,100,-26.62,-54.13,61.18,99,2.48
428,Along,IN,2020-07-06 22:37:39,88,28.17,94.77,74.14,93,1.1
429,Porbandar,IN,2020-07-06 22:37:39,92,21.64,69.61,79.54,100,23.38
430,Santa Cruz,BO,2020-07-06 22:37:02,72,-17.8,-63.17,64.4,75,2.24
431,Constitucion,CL,2020-07-06 22:37:40,74,-35.33,-72.42,49.89,99,6.17
432,Krasnoselkup,RU,2020-07-06 22:35:05,72,65.7,82.47,59.58,62,11.25
433,Ketchikan,US,2020-07-06 22:37:40,63,55.34,-131.65,64.4,75,7.0
434,Rossland,CA,2020-07-06 22:37:40,31,49.08,-117.8,81.0,58,1.01
435,Emba,KZ,2020-07-06 22:37:40,68,48.83,58.14,72.34,81,8.95
436,Musafirkhana,IN,2020-07-06 22:37:40,92,26.37,81.8,79.36,100,10.07
437,Havre-Saint-Pierre,CA,2020-07-06 22:37:41,48,50.23,-63.6,66.2,1,4.7
438,Jiayuguan,CN,2020-07-06 22:37:41,25,39.82,98.3,77.27,48,15.08
439,Shenjiamen,CN,2020-07-06 22:37:41,95,29.96,122.3,76.39,100,11.99
440,Manicore,BR,2020-07-06 22:37:41,63,-5.81,-61.3,80.31,69,1.3
441,Biloela,AU,2020-07-06 22:36:03,63,-24.42,150.5,60.58,0,10.22
442,Tambopata,PE,2020-07-06 22:37:41,95,-12.73,-69.18,73.8,96,3.36
443,Esmeraldas,BR,2020-07-06 22:37:41,60,-19.76,-44.31,73.4,45,6.93
444,Mehran,IR,2020-07-06 22:37:41,27,33.12,46.16,73.4,0,4.7
445,Lixourion,GR,2020-07-06 22:37:42,72,38.2,20.43,74.17,100,3.96
446,Itaqui,BR,2020-07-06 22:37:42,75,-29.13,-56.55,53.06,51,14.14
447,Senanga,ZM,2020-07-06 22:37:42,44,-16.12,23.27,50.9,1,4.85
448,Alice Springs,AU,2020-07-06 22:37:42,65,-23.7,133.88,32.0,0,5.99
449,Kieta,PG,2020-07-06 22:37:42,72,-6.22,155.63,83.05,77,5.59
450,Kaeo,NZ,2020-07-06 22:37:42,3,-35.1,173.78,57.99,6,14.0
451,Enumclaw,US,2020-07-06 22:37:42,64,47.2,-121.99,73.99,88,1.01
452,Yeniseysk,RU,2020-07-06 22:37:43,95,58.45,92.17,62.42,100,1.61
453,Chernyshevskiy,RU,2020-07-06 22:37:43,65,63.01,112.47,54.97,75,8.97
454,Tadine,NC,2020-07-06 22:37:43,62,-21.55,167.88,70.84,100,12.93
455,Sokoto,NG,2020-07-06 22:37:43,44,13.06,5.24,89.71,31,16.08
456,Golden Gate,US,2020-07-06 22:37:43,66,26.19,-81.7,88.0,1,4.61
457,America Dourada,BR,2020-07-06 22:37:43,85,-11.46,-41.44,64.51,1,6.6
458,Ahipara,NZ,2020-07-06 22:37:43,71,-35.17,173.17,58.05,27,18.07
459,Porto Novo,BJ,2020-07-06 22:37:44,88,6.5,2.6,78.8,40,13.87
460,Iquique,CL,2020-07-06 22:37:44,63,-20.22,-70.14,62.6,90,3.36
461,Jiazi,CN,2020-07-06 22:37:44,83,22.88,116.07,83.34,86,9.31
462,Willowmore,ZA,2020-07-06 22:37:44,40,-33.29,23.49,52.88,14,12.86
463,San Andres,CO,2020-07-06 22:37:44,70,12.58,-81.7,87.8,40,12.75
464,Ponta Delgada,PT,2020-07-06 22:37:44,88,37.73,-25.67,68.0,75,10.29
465,Vangaindrano,MG,2020-07-06 22:37:44,88,-23.35,47.6,64.54,14,2.89
466,Srednekolymsk,RU,2020-07-06 22:37:45,89,67.45,153.68,50.41,100,7.31
467,Fairlie,GB,2020-07-06 22:37:45,81,55.76,-4.86,53.6,90,8.05
468,San Luis,AR,2020-07-06 22:33:54,59,-33.3,-66.34,45.16,96,1.95
469,Namatanai,PG,2020-07-06 22:37:45,70,-3.67,152.43,83.07,34,6.35
470,Khanpur,PK,2020-07-06 22:37:45,33,28.65,70.66,95.47,18,3.27
471,Lensk,RU,2020-07-06 22:37:45,77,60.73,114.93,54.88,100,2.08
472,Pulandian,CN,2020-07-06 22:37:45,94,39.4,121.97,69.8,75,2.24
473,Sehnde,DE,2020-07-06 22:37:46,85,52.31,9.97,55.99,0,1.01
474,Garavuti,TJ,2020-07-06 22:37:46,40,37.57,68.45,73.4,20,4.47
475,Labytnangi,RU,2020-07-06 22:37:46,68,66.66,66.42,64.81,23,3.85
476,Isangel,VU,2020-07-06 22:37:46,73,-19.55,169.27,73.4,90,4.7
477,Chunoyar,RU,2020-07-06 22:37:46,75,57.45,97.32,66.99,98,2.42
478,Rtishchevo,RU,2020-07-06 22:37:46,64,52.26,43.79,69.31,0,6.46
479,Ferkessedougou,CI,2020-07-06 22:37:46,75,9.6,-5.2,77.02,57,3.78
480,Vilhena,BR,2020-07-06 22:37:47,52,-12.74,-60.15,73.83,0,2.93
481,Semey,KZ,2020-07-06 22:37:47,72,50.41,80.23,65.01,76,3.83
482,Nogales,MX,2020-07-06 22:34:27,14,31.31,-110.94,102.0,1,3.36
483,Beaverlodge,CA,2020-07-06 22:37:47,43,55.22,-119.44,71.6,75,8.05
484,Homer,US,2020-07-06 22:34:09,93,59.64,-151.55,55.4,90,8.05
485,Berlevag,NO,2020-07-06 22:37:48,87,70.86,29.09,46.4,75,12.75
486,Coahuayana,MX,2020-07-06 22:37:48,66,18.73,-103.68,86.0,75,5.28
487,Harindanga,IN,2020-07-06 22:37:48,94,22.04,88.32,82.4,75,8.72
488,Ongandjera,NA,2020-07-06 22:37:48,33,-17.88,15.07,57.49,0,4.9
489,Coquimbo,CL,2020-07-06 22:37:49,87,-29.95,-71.34,53.6,75,10.29
490,Grafton,US,2020-07-06 22:37:49,64,42.21,-71.69,75.2,75,9.17
491,Labuhan,ID,2020-07-06 22:37:49,87,-6.88,112.21,75.72,64,7.02
492,Aswan,EG,2020-07-06 22:37:49,19,24.09,32.91,84.25,46,5.55
493,Saint-Lo,FR,2020-07-06 22:37:49,87,49.12,-1.09,53.6,0,6.93
494,Vihti,FI,2020-07-06 22:37:49,84,60.42,24.32,57.0,15,8.01
495,Koslan,RU,2020-07-06 22:37:49,92,63.46,48.9,63.12,80,5.01
496,Rocha,UY,2020-07-06 22:37:50,92,-34.48,-54.33,41.97,0,4.59
497,Haines Junction,CA,2020-07-06 22:33:50,34,60.75,-137.51,68.49,88,8.63
498,Kutno,PL,2020-07-06 22:37:50,67,52.23,19.36,61.0,66,5.82
499,Kamenka,RU,2020-07-06 22:37:50,50,51.32,42.77,70.0,0,7.67
500,Cidreira,BR,2020-07-06 22:37:50,78,-30.18,-50.21,56.7,92,10.65
501,Jurm,AF,2020-07-06 22:37:50,31,36.86,70.83,61.34,0,1.45
502,Le Robert,MQ,2020-07-06 22:35:30,83,14.68,-60.94,82.4,50,11.41
503,Tepoztlan,MX,2020-07-06 22:37:50,57,18.98,-99.1,80.6,40,6.93
504,Kapuskasing,CA,2020-07-06 22:37:51,58,49.42,-82.43,82.4,75,12.75
505,Verkhoyansk,RU,2020-07-06 22:37:51,46,67.54,133.38,61.84,0,6.26
506,Izhma,RU,2020-07-06 22:37:51,87,65.01,53.91,65.07,63,6.51
507,Sao Jose Da Coroa Grande,BR,2020-07-06 22:37:51,84,-8.9,-35.15,74.07,16,9.6
508,Hualmay,PE,2020-07-06 22:37:51,80,-11.1,-77.61,62.42,41,10.51
509,San Lawrenz,MT,2020-07-06 22:37:51,78,36.06,14.2,75.2,0,14.99
510,Cururupu,BR,2020-07-06 22:35:55,91,-1.83,-44.87,75.9,19,3.62
511,Novo Aripuana,BR,2020-07-06 22:37:52,68,-5.12,-60.38,81.3,67,1.25
512,Gryazovets,RU,2020-07-06 22:37:52,96,58.88,40.25,63.93,0,5.61
513,Banyo,CM,2020-07-06 22:37:52,92,6.75,11.82,65.91,100,1.48
514,Maumere,ID,2020-07-06 22:37:52,78,-8.62,122.21,77.74,15,5.55
515,Kamen-Rybolov,RU,2020-07-06 22:37:52,88,44.75,132.04,64.9,100,13.38
516,Tual,ID,2020-07-06 22:37:52,81,-5.67,132.75,80.02,74,22.44
517,Port Barton,PH,2020-07-06 22:37:52,79,10.48,119.25,80.19,50,2.08
518,Vao,NC,2020-07-06 22:37:53,64,-22.67,167.48,70.36,100,10.58
519,Male,MV,2020-07-06 22:34:29,78,4.17,73.51,82.4,75,2.24
520,Quatre Cocos,MU,2020-07-06 22:37:53,94,-20.21,57.76,73.4,75,5.82
521,Kashi,CN,2020-07-06 22:37:53,32,39.45,75.98,68.0,0,11.18
522,Lethem,GY,2020-07-06 22:37:53,84,3.38,-59.8,77.97,56,0.67
523,Peleduy,RU,2020-07-06 22:37:53,81,59.63,112.74,56.05,100,2.3
524,Rostovka,RU,2020-07-06 22:37:53,88,55.38,71.89,59.23,16,3.91
525,Ilhabela,BR,2020-07-06 22:37:54,84,-23.78,-45.36,69.89,24,1.7
526,Pemberton,CA,2020-07-06 22:37:54,45,50.32,-122.8,68.0,75,4.7
527,Erzin,TR,2020-07-06 22:37:54,88,36.96,36.2,78.01,52,1.92
528,Sistranda,NO,2020-07-06 22:37:54,76,63.73,8.83,51.8,75,13.87
529,Hartland,US,2020-07-06 22:37:54,40,43.1,-88.34,89.6,40,13.87
530,Agirish,RU,2020-07-06 22:37:54,63,61.92,63.02,62.17,0,2.59
531,Malaya Purga,RU,2020-07-06 22:37:55,97,56.56,53.0,63.0,0,3.24
532,Mae Sai,TH,2020-07-06 22:37:55,100,20.43,99.88,78.8,40,3.36
533,Benito Juarez,MX,2020-07-06 22:36:45,59,19.39,-99.17,66.2,90,20.8
534,Gunnedah,AU,2020-07-06 22:37:55,100,-30.98,150.25,39.2,0,5.19
535,Okha,RU,2020-07-06 22:37:55,97,53.57,142.95,48.16,100,16.06
536,Indramayu,ID,2020-07-06 22:37:55,81,-6.33,108.32,77.45,97,4.14
537,Berberati,CF,2020-07-06 22:37:55,96,4.26,15.79,69.22,100,1.54
538,Saint George,US,2020-07-06 22:36:28,6,37.1,-113.58,104.0,1,12.75
539,Semnan,IR,2020-07-06 22:37:56,31,35.57,53.4,74.14,71,3.74
540,Mucurici,BR,2020-07-06 22:37:56,71,-18.09,-40.52,67.89,0,6.53
541,Dodge City,US,2020-07-06 22:37:56,38,37.75,-100.02,91.99,1,11.41
542,Ekhabi,RU,2020-07-06 22:37:56,97,53.51,142.97,48.22,100,15.84
543,Amga,RU,2020-07-06 22:37:56,56,60.9,131.96,64.53,46,1.54
544,Bilma,NE,2020-07-06 22:37:56,12,18.69,12.92,87.98,0,5.41
545,Oranjemund,NA,2020-07-06 22:37:56,88,-28.55,16.43,59.16,99,6.2
546,Lock Haven,US,2020-07-06 22:37:57,38,41.14,-77.45,91.4,1,9.17
547,Avera,US,2020-07-06 22:37:57,88,33.19,-82.53,77.0,90,6.93
548,Sept-Iles,CA,2020-07-06 22:33:56,82,50.2,-66.38,64.0,75,6.93
549,Kunyang,CN,2020-07-06 22:37:58,87,27.67,120.57,79.92,100,5.66
550,Road Town,VG,2020-07-06 22:33:56,79,18.42,-64.62,84.99,20,12.75
551,Mitu,CO,2020-07-06 22:37:58,89,1.2,-70.17,73.69,70,1.81
552,Colon,PA,2020-07-06 22:37:05,66,9.36,-79.9,88.0,67,8.01
553,Nacala,MZ,2020-07-06 22:37:59,85,-14.54,40.67,68.67,11,12.46
554,Yurty,RU,2020-07-06 22:37:59,95,56.05,97.63,63.93,80,4.12
555,Tigzirt,DZ,2020-07-06 22:37:59,76,36.89,4.12,71.94,0,5.86
556,Yeppoon,AU,2020-07-06 22:37:59,72,-23.13,150.73,59.0,10,5.82
557,Maceio,BR,2020-07-06 22:37:59,88,-9.67,-35.74,73.4,40,4.7
558,Rafraf,TN,2020-07-06 22:37:59,60,37.19,10.18,75.2,40,17.22
559,Aras,ES,2020-07-06 22:38:00,67,42.56,-2.36,60.8,4,10.29
560,Carutapera,BR,2020-07-06 22:38:00,89,-1.2,-46.02,77.05,69,5.64
561,Pinega,RU,2020-07-06 22:38:00,74,64.7,43.39,57.61,23,7.83
562,Kostomuksha,RU,2020-07-06 22:38:00,85,64.57,30.58,50.07,23,9.48
563,Calabozo,VE,2020-07-06 22:38:00,94,8.92,-67.43,76.21,82,4.74
564,Khrebtovaya,RU,2020-07-06 22:38:00,49,56.7,104.25,62.58,100,3.6
565,Nioro,GM,2020-07-06 22:38:01,78,13.35,-15.75,81.28,100,7.38
566,Mingaora,PK,2020-07-06 22:36:13,40,34.78,72.36,75.45,14,5.86
567,Aykhal,RU,2020-07-06 22:38:01,87,66.0,111.5,42.8,90,4.47
568,Ornes,NO,2020-07-06 22:38:01,87,66.87,13.71,51.01,20,8.05
569,Gat,IL,2020-07-06 22:38:01,83,31.61,34.76,75.99,0,4.0
570,Grand Gaube,MU,2020-07-06 22:38:01,93,-20.01,57.66,73.0,70,3.0
571,Sinnamary,GF,2020-07-06 22:38:01,86,5.38,-52.95,78.6,1,8.48
572,Evensk,RU,2020-07-06 22:38:01,72,61.95,159.23,53.8,66,10.07
573,Quilmana,PE,2020-07-06 22:38:02,75,-12.95,-76.38,63.48,65,4.76
